shoe_id,cards_remaining,dealer_up,initial_hand,dealer_final,dealer_final_value,player_final,player_final_value,actions_taken,run_count,true_count,win
660575,85,10,"[8, 6]","[10, 10]",20,"[[8, 6, 3]]",[17],"[['H', 'S']]",-7,-4,-1.0
660597,298,10,"[10, 10]","[10, 9]",19,"[[10, 10]]",[20],[['S']],-8,-1,1.0
660614,262,3,"[3, 5]","[3, 11, 2, 4]",20,"[[3, 5, 3, 10]]",[21],"[['H', 'H', 'S']]",9,1,1.0
660634,373,10,"[3, 9]","[10, 9]",19,"[[3, 9, 10]]",[22],[['H']],-2,0,-1.0
660645,145,10,"[2, 6]","[10, 6, 7]",23,"[[2, 6, 10]]",[18],"[['H', 'S']]",-26,-9,1.0
660663,216,11,"[7, 3]","[11, 6, 10]",17,"[[7, 3, 2, 6]]",[18],"[['N', 'H', 'H', 'S']]",-6,-1,1.0
660673,222,3,"[11, 10]","[3, 6, 7, 11]",17,"[[11, 10]]",['BJ'],[['S']],10,2,1.5
660685,330,10,"[6, 9]","[10, 5, 10]",25,"[[6, 9]]",[15],[['R']],-4,0,-0.5
660704,271,6,"[2, 2]","[6, 4, 9]",19,"[[2, 3, 2, 9], [2, 7, 7]]","[16, 16]","[['P', 'H', 'H', 'S'], ['D']]",-1,0,-3.0
660708,161,10,"[10, 5]","[10, 10]",20,"[[10, 5]]",[15],[['R']],5,1,-0.5
660750,375,6,"[10, 6]","[6, 10, 4]",20,"[[10, 6]]",[16],[['S']],-5,0,-1.0
660769,93,8,"[6, 3]","[8, 9]",17,"[[6, 3, 6, 4]]",[19],"[['H', 'H', 'S']]",5,2,1.0
660783,315,4,"[4, 5]","[4, 10, 11, 5]",20,"[[4, 5, 4]]",[13],[['D']],8,1,-2.0
660787,337,9,"[9, 10]","[9, 10]",19,"[[9, 10]]",[19],[['S']],-10,-1,0.0
660802,154,5,"[10, 4]","[5, 11, 3]",19,"[[10, 4]]",[14],[['S']],-4,-1,-1.0
660821,184,4,"[6, 3]","[4, 3, 2, 4, 10]",23,"[[6, 3, 9]]",[18],[['D']],0,0,2.0
660831,316,10,"[11, 6]","[10, 11]",BJ,"[[11, 6]]",[17],[[]],5,0,-1.0
660836,157,10,"[4, 8]","[10, 7]",17,"[[4, 8, 10]]",[22],[['H']],-15,-4,-1.0
660888,129,8,"[10, 10]","[8, 10]",18,"[[10, 10]]",[20],[['S']],9,3,1.0
660905,118,3,"[3, 9]","[3, 7, 6, 10]",26,"[[3, 9, 6]]",[18],"[['H', 'S']]",-5,-2,1.0
660919,372,8,"[10, 2]","[8, 10]",18,"[[10, 2, 11, 10]]",[23],"[['H', 'H']]",12,1,-1.0
660921,410,5,"[4, 10]","[5, 5, 11]",21,"[[4, 10]]",[14],[['S']],0,0,-1.0
660949,88,7,"[8, 10]","[7, 6, 10]",23,"[[8, 10]]",[18],[['S']],-3,-1,1.0
660964,326,8,"[9, 7]","[8, 2, 10]",20,"[[9, 7, 11]]",[17],"[['H', 'S']]",-3,0,-1.0
660978,111,11,"[10, 2]","[11, 10]",BJ,"[[10, 2]]",[12],[['N']],1,0,-1.0
660982,412,10,"[10, 2]","[10, 6, 8]",24,"[[10, 2, 10]]",[22],[['H']],-3,0,-1.0
661001,370,10,"[10, 5]","[10, 4, 10]",24,"[[10, 5]]",[15],[['R']],5,0,-0.5
661017,143,6,"[10, 10]","[6, 9, 2]",17,"[[10, 10]]",[20],[['S']],-7,-2,1.0
661029,296,9,"[10, 6]","[9, 9]",18,"[[10, 6]]",[16],[['R']],-5,0,-0.5
661035,148,4,"[10, 10]","[4, 10, 10]",24,"[[10, 10]]",[20],[['S']],2,0,1.0
661042,367,10,"[9, 10]","[10, 10]",20,"[[9, 10]]",[19],[['S']],10,1,-1.0
661052,100,10,"[8, 3]","[10, 7]",17,"[[8, 3, 10]]",[21],[['D']],-1,0,2.0
661057,354,3,"[7, 3]","[3, 10, 11, 5]",19,"[[7, 3, 9]]",[19],[['D']],-3,0,0.0
661079,406,10,"[8, 8]","[10, 10]",20,"[[8, 4, 11, 11, 3], [8, 9]]","[17, 17]","[['P', 'H', 'H', 'H', 'S'], ['S']]",-3,0,-2.0
661104,179,3,"[4, 10]","[3, 8, 11, 6]",18,"[[4, 10]]",[14],[['S']],-17,-4,-1.0
661212,303,8,"[2, 5]","[8, 10]",18,"[[2, 5, 9, 2]]",[18],"[['H', 'H', 'S']]",-3,0,0.0
661219,297,11,"[6, 2]","[11, 10]",BJ,"[[6, 2]]",[8],[['N']],0,0,-1.0
661250,385,6,"[10, 6]","[6, 5, 9]",20,"[[10, 6]]",[16],[['S']],-9,-1,-1.0
661251,349,4,"[10, 2]","[4, 2, 10, 9]",25,"[[10, 2]]",[12],[['S']],-6,0,1.0
661287,95,9,"[5, 6]","[9, 2, 3, 10]",24,"[[5, 6, 8]]",[19],[['D']],-5,-2,2.0
661289,224,10,"[9, 2]","[10, 8]",18,"[[9, 2, 10]]",[21],[['D']],-2,0,2.0
661291,189,7,"[2, 4]","[7, 8, 10]",25,"[[2, 4, 11, 7, 10]]",[24],"[['H', 'H', 'H']]",5,1,-1.0
661295,172,11,"[10, 10]","[11, 11, 2, 2, 10, 11]",17,"[[10, 10]]",[20],"[['N', 'S']]",-10,-3,1.0
661303,347,5,"[11, 3]","[5, 3, 4, 3, 3]",18,"[[11, 3, 10]]",[14],[['D']],-8,-1,-2.0
661313,270,10,"[11, 10]","[10, 10]",20,"[[11, 10]]",['BJ'],[['S']],7,1,1.5
661323,356,10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],-11,-1,0.0
661332,102,4,"[10, 7]","[4, 9, 4]",17,"[[10, 7]]",[17],[['S']],0,0,0.0
661339,350,9,"[10, 10]","[9, 10]",19,"[[10, 10]]",[20],[['S']],0,0,1.0
661340,337,4,"[10, 10]","[4, 7, 3, 3]",17,"[[10, 10]]",[20],[['S']],-9,-1,1.0
661380,206,10,"[5, 10]","[10, 4, 5]",19,"[[5, 10]]",[15],[['R']],-3,0,-0.5
661383,353,8,"[9, 2]","[8, 9]",17,"[[9, 2, 5]]",[16],[['D']],6,0,-2.0
661400,108,11,"[10, 4]","[11, 9]",20,"[[10, 4, 6]]",[20],"[['N', 'H', 'S']]",3,1,0.0
661429,137,6,"[5, 4]","[6, 8, 10]",24,"[[5, 4, 10]]",[19],[['D']],20,7,2.0
661434,236,10,"[5, 10]","[10, 11]",BJ,"[[5, 10]]",[15],[[]],-6,-1,-1.0
661452,331,11,"[11, 8]","[11, 4, 4]",19,"[[11, 8]]",[19],"[['N', 'S']]",-4,0,0.0
661518,269,5,"[5, 9]","[5, 6, 2, 4]",17,"[[5, 9]]",[14],[['S']],-12,-2,-1.0
661545,284,6,"[9, 8]","[6, 3, 3, 8]",20,"[[9, 8]]",[17],[['S']],-6,-1,-1.0
661566,99,10,"[9, 10]","[10, 4, 9]",23,"[[9, 10]]",[19],[['S']],11,5,1.0
661572,138,8,"[10, 10]","[8, 9]",17,"[[10, 10]]",[20],[['S']],16,6,1.0
661574,220,5,"[2, 10]","[5, 9, 9]",23,"[[2, 10]]",[12],[['S']],-6,-1,1.0
661605,245,10,"[7, 2]","[10, 10]",20,"[[7, 2, 6, 10]]",[25],"[['H', 'H']]",4,0,-1.0
661611,155,8,"[8, 5]","[8, 3, 4, 2]",17,"[[8, 5, 6]]",[19],"[['H', 'S']]",6,2,1.0
661628,308,10,"[2, 4]","[10, 2, 7]",19,"[[2, 4, 6, 2, 9]]",[23],"[['H', 'H', 'H']]",6,1,-1.0
661635,403,5,"[11, 3]","[5, 3, 10]",18,"[[11, 3, 7]]",[21],[['D']],-2,0,2.0
661640,87,4,"[5, 8]","[4, 10, 5]",19,"[[5, 8]]",[13],[['S']],0,0,-1.0
661652,416,7,"[3, 7]","[7, 11]",18,"[[3, 7, 10]]",[20],[['D']],-1,0,2.0
661659,239,10,"[6, 10]","[10, 11]",BJ,"[[6, 10]]",[16],[[]],-3,0,-1.0
661661,261,2,"[6, 3]","[2, 10, 8]",20,"[[6, 3, 10]]",[19],"[['H', 'S']]",12,2,-1.0
661663,190,10,"[7, 7]","[10, 11]",BJ,"[[7, 7]]",[14],[[]],-5,-1,-1.0
661692,190,4,"[4, 4]","[4, 5, 3, 7]",19,"[[4, 4, 2, 10]]",[20],"[['H', 'H', 'S']]",-7,-1,1.0
661703,396,10,"[11, 4]","[10, 9]",19,"[[11, 4, 8, 10]]",[23],"[['H', 'H']]",2,0,-1.0
661713,377,8,"[7, 4]","[8, 4, 11, 10]",23,"[[7, 4, 5]]",[16],[['D']],17,2,2.0
661722,384,4,"[4, 3]","[4, 8, 9]",21,"[[4, 3, 7]]",[14],"[['H', 'S']]",5,0,-1.0
661723,249,10,"[6, 10]","[10, 4, 4]",18,"[[6, 10]]",[16],[['R']],-11,-2,-0.5
661736,385,2,"[10, 3]","[2, 7, 2, 7]",18,"[[10, 3]]",[13],[['S']],-4,0,-1.0
661757,86,10,"[7, 10]","[10, 8]",18,"[[7, 10]]",[17],[['S']],12,7,-1.0
661758,312,11,"[10, 7]","[11, 6, 8, 10]",25,"[[10, 7]]",[17],"[['N', 'R']]",-8,-1,-0.5
661760,388,10,"[2, 2]","[10, 2, 10]",22,"[[2, 2, 4, 11]]",[19],"[['H', 'H', 'S']]",6,0,1.0
661784,391,6,"[8, 7]","[6, 10, 10]",26,"[[8, 7]]",[15],[['S']],7,0,1.0
661789,171,6,"[4, 10]","[6, 10, 3]",19,"[[4, 10]]",[14],[['S']],-14,-4,-1.0
661834,334,5,"[5, 3]","[5, 2, 2, 7, 8]",24,"[[5, 3, 6]]",[14],"[['H', 'S']]",-1,0,1.0
661843,118,10,"[3, 3]","[10, 8]",18,"[[3, 3, 10, 5]]",[21],"[['H', 'H', 'S']]",-1,0,1.0
661858,99,7,"[5, 9]","[7, 6, 10]",23,"[[5, 9, 7]]",[21],"[['H', 'S']]",10,5,1.0
661862,268,3,"[6, 10]","[3, 5, 5, 7]",20,"[[6, 10]]",[16],[['S']],6,1,-1.0
661880,263,6,"[10, 3]","[6, 11, 5, 5]",17,"[[10, 3]]",[13],[['S']],3,0,-1.0
661896,306,9,"[10, 10]","[9, 9]",18,"[[10, 10]]",[20],[['S']],-13,-2,1.0
661905,321,10,"[8, 7]","[10, 7]",17,"[[8, 7]]",[15],[['R']],5,0,-0.5
661911,357,7,"[9, 9]","[7, 2, 9]",18,"[[9, 9]]",[18],[['S']],9,1,0.0
661943,169,10,"[11, 10]","[10, 10]",20,"[[11, 10]]",['BJ'],[['S']],2,0,1.5
661945,100,8,"[11, 5]","[8, 2, 2, 7]",19,"[[11, 5, 10, 11]]",[17],"[['H', 'H', 'S']]",-1,0,-1.0
661954,353,8,"[10, 10]","[8, 9]",17,"[[10, 10]]",[20],[['S']],12,1,1.0
661995,370,10,"[3, 8]","[10, 8]",18,"[[3, 8, 10]]",[21],[['D']],5,0,2.0
662017,197,6,"[5, 7]","[6, 9, 7]",22,"[[5, 7]]",[12],[['S']],-15,-3,1.0
662043,273,10,"[3, 10]","[10, 11]",BJ,"[[3, 10]]",[13],[[]],-22,-4,-1.0
662052,192,4,"[4, 2]","[4, 10, 7]",21,"[[4, 2, 10]]",[16],"[['H', 'S']]",-25,-6,-1.0
662056,292,8,"[10, 2]","[8, 10]",18,"[[10, 2, 11, 3, 9]]",[25],"[['H', 'H', 'H']]",8,1,-1.0
662083,249,4,"[6, 5]","[4, 5, 9]",18,"[[6, 5, 10]]",[21],[['D']],-15,-3,2.0
662083,187,3,"[10, 10]","[3, 10, 10]",23,"[[10, 10]]",[20],[['S']],-11,-3,1.0
662101,365,3,"[11, 7]","[3, 4, 11]",18,"[[11, 7, 7]]",[15],[['D']],-3,0,-2.0
662106,400,10,"[10, 6]","[10, 10]",20,"[[10, 6]]",[16],[['R']],2,0,-0.5
662114,182,10,"[10, 4]","[10, 7]",17,"[[10, 4, 4]]",[18],"[['H', 'S']]",-15,-4,1.0
662121,201,9,"[3, 10]","[9, 10]",19,"[[3, 10, 3, 10]]",[26],"[['H', 'H']]",5,1,-1.0
662145,401,4,"[9, 5]","[4, 8, 4, 7]",23,"[[9, 5]]",[14],[['S']],-5,0,1.0
662163,383,10,"[10, 7]","[10, 10]",20,"[[10, 7]]",[17],[['S']],2,0,-1.0
662170,328,10,"[10, 5]","[10, 8]",18,"[[10, 5]]",[15],[['R']],18,2,-0.5
662192,294,11,"[10, 3]","[11, 10]",BJ,"[[10, 3]]",[13],[['N']],-8,-1,-1.0
662212,283,10,"[10, 10]","[10, 9]",19,"[[10, 10]]",[20],[['S']],6,1,1.0
662231,161,6,"[4, 5]","[6, 6, 10]",22,"[[4, 5, 10]]",[19],[['D']],7,2,2.0
662267,367,5,"[6, 9]","[5, 11, 10, 10]",26,"[[6, 9]]",[15],[['S']],-5,0,1.0
662285,84,9,"[10, 6]","[9, 2, 5, 11]",17,"[[10, 6]]",[16],[['R']],17,10,-0.5
662314,132,10,"[2, 10]","[10, 4, 10]",24,"[[2, 10, 3, 4]]",[19],"[['H', 'H', 'S']]",-16,-6,1.0
662332,289,10,"[8, 10]","[10, 10]",20,"[[8, 10]]",[18],[['S']],-23,-4,-1.0
662348,314,10,"[8, 5]","[10, 2, 10]",22,"[[8, 5, 10]]",[23],[['H']],1,0,-1.0
662354,170,10,"[11, 10]","[10, 9]",19,"[[11, 10]]",['BJ'],[['S']],-5,-1,1.5
662373,361,7,"[3, 7]","[7, 9, 10]",26,"[[3, 7, 10]]",[20],[['D']],-7,-1,2.0
662393,95,10,"[8, 8]","[10, 6, 7]",23,"[[8, 3, 4], [8, 6, 5]]","[15, 19]","[['P', 'D'], ['H', 'S']]",-4,-2,3.0
662397,230,10,"[4, 9]","[10, 7]",17,"[[4, 9, 3, 5]]",[21],"[['H', 'H', 'S']]",-3,0,1.0
662398,129,10,"[8, 3]","[10, 10]",20,"[[8, 3, 2]]",[13],[['D']],-1,0,-2.0
662421,84,2,"[6, 9]","[2, 10, 10]",22,"[[6, 9]]",[15],[['S']],-16,-9,1.0
662471,94,10,"[3, 7]","[10, 7]",17,"[[3, 7, 10]]",[20],"[['H', 'S']]",5,2,1.0
662480,391,6,"[4, 10]","[6, 10, 10]",26,"[[4, 10]]",[14],[['S']],-4,0,1.0
662482,399,7,"[10, 10]","[7, 2, 10]",19,"[[10, 10]]",[20],[['S']],0,0,1.0
662489,112,10,"[9, 10]","[10, 11]",BJ,"[[9, 10]]",[19],[[]],-5,-2,-1.0
662491,99,2,"[9, 10]","[2, 6, 7, 11, 7]",23,"[[9, 10]]",[19],[['S']],7,3,1.0
662510,211,6,"[9, 7]","[6, 10, 10]",26,"[[9, 7]]",[16],[['S']],0,0,1.0
662533,231,7,"[11, 10]","[7, 11]",18,"[[11, 10]]",['BJ'],[['S']],-15,-3,1.5
662546,350,10,"[11, 3]","[10, 10]",20,"[[11, 3, 9, 2, 7]]",[22],"[['H', 'H', 'H']]",6,0,-1.0
662547,80,9,"[4, 10]","[9, 9]",18,"[[4, 10, 10]]",[24],[['H']],-2,-1,-1.0
662557,303,4,"[10, 8]","[4, 2, 7, 3, 10]",26,"[[10, 8]]",[18],[['S']],-3,0,1.0
662594,162,10,"[2, 11]","[10, 9]",19,"[[2, 11, 2, 10, 10]]",[25],"[['H', 'H', 'H']]",-3,0,-1.0
662607,140,10,"[9, 9]","[10, 11]",BJ,"[[9, 9]]",[18],[[]],4,1,-1.0
662617,244,10,"[10, 5]","[10, 5, 10]",25,"[[10, 5]]",[15],[['R']],7,1,-0.5
662620,115,7,"[10, 10]","[7, 11]",18,"[[10, 10]]",[20],[['S']],0,0,1.0
662632,263,8,"[3, 6]","[8, 2, 10]",20,"[[3, 6, 10]]",[19],"[['H', 'S']]",-11,-2,-1.0
662653,287,7,"[10, 10]","[7, 10]",17,"[[10, 10]]",[20],[['S']],-4,0,1.0
662669,367,5,"[10, 7]","[5, 10, 10]",25,"[[10, 7]]",[17],[['S']],0,0,1.0
662683,346,10,"[4, 7]","[10, 10]",20,"[[4, 7, 11]]",[12],[['D']],-12,-1,-2.0
662731,321,3,"[9, 5]","[3, 5, 9]",17,"[[9, 5]]",[14],[['S']],-5,0,-1.0
662748,184,4,"[10, 9]","[4, 10, 8]",22,"[[10, 9]]",[19],[['S']],15,4,1.0
662765,382,9,"[10, 8]","[9, 4, 10]",23,"[[10, 8]]",[18],[['S']],2,0,1.0
662816,213,10,"[9, 10]","[10, 2, 7]",19,"[[9, 10]]",[19],[['S']],23,5,0.0
662821,300,9,"[8, 10]","[9, 9]",18,"[[8, 10]]",[18],[['S']],1,0,0.0
662831,251,4,"[10, 10]","[4, 5, 4, 7]",20,"[[10, 10]]",[20],[['S']],5,1,0.0
662848,167,10,"[6, 6]","[10, 11]",BJ,"[[6, 6]]",[12],[[]],-14,-4,-1.0
662850,107,7,"[11, 4]","[7, 8, 8]",23,"[[11, 4, 8, 4]]",[17],"[['H', 'H', 'S']]",-7,-3,1.0
662868,284,8,"[2, 8]","[8, 6, 7]",21,"[[2, 8, 4]]",[14],[['D']],3,0,-2.0
662871,125,10,"[6, 10]","[10, 3, 10]",23,"[[6, 10]]",[16],[['R']],10,4,-0.5
662888,335,3,"[3, 3]","[3, 7, 10]",20,"[[3, 2, 3, 10], [3, 7, 10]]","[18, 20]","[['P', 'H', 'H', 'S'], ['D']]",24,3,-1.0
662893,353,5,"[6, 8]","[5, 7, 10]",22,"[[6, 8]]",[14],[['S']],-9,-1,1.0
662910,273,11,"[10, 7]","[11, 4, 4]",19,"[[10, 7]]",[17],"[['N', 'R']]",-19,-3,-0.5
662939,125,3,"[5, 10]","[3, 5, 10]",18,"[[5, 10]]",[15],[['S']],13,5,-1.0
662955,127,4,"[5, 3]","[4, 10, 5]",19,"[[5, 3, 10]]",[18],"[['H', 'S']]",2,0,-1.0
662981,88,8,"[4, 11]","[8, 10]",18,"[[4, 11, 7, 5]]",[17],"[['H', 'H', 'S']]",-3,-1,-1.0
662983,309,9,"[5, 3]","[9, 5, 11, 6]",21,"[[5, 3, 5, 6]]",[19],"[['H', 'H', 'S']]",0,0,-1.0
662984,181,4,"[8, 10]","[4, 2, 10, 10]",26,"[[8, 10]]",[18],[['S']],10,2,1.0
663009,208,7,"[11, 10]","[7, 10]",17,"[[11, 10]]",['BJ'],[['S']],1,0,1.5
663020,376,4,"[6, 11]","[4, 6, 11]",21,"[[6, 11, 7]]",[14],[['D']],-6,0,-2.0
663043,139,11,"[10, 9]","[11, 10]",BJ,"[[10, 9]]",[19],[['N']],-8,-2,-1.0
663057,181,6,"[2, 8]","[6, 10, 3]",19,"[[2, 8, 6]]",[16],[['D']],-6,-1,-2.0
663092,186,4,"[10, 4]","[4, 7, 4, 6]",21,"[[10, 4]]",[14],[['S']],-5,-1,-1.0
663095,335,6,"[10, 3]","[6, 3, 11]",20,"[[10, 3]]",[13],[['S']],0,0,-1.0
663104,374,10,"[3, 10]","[10, 8]",18,"[[3, 10, 2, 11, 10]]",[26],"[['H', 'H', 'H']]",-2,0,-1.0
663133,283,10,"[10, 10]","[10, 6, 9]",25,"[[10, 10]]",[20],[['S']],-1,0,1.0
663135,220,10,"[10, 10]","[10, 5, 6]",21,"[[10, 10]]",[20],[['S']],11,2,-1.0
663148,416,3,"[10, 9]","[3, 4, 5, 8]",20,"[[10, 9]]",[19],[['S']],-1,0,-1.0
663184,263,2,"[6, 8]","[2, 5, 5, 9]",21,"[[6, 8]]",[14],[['S']],2,0,-1.0
663196,168,10,"[10, 3]","[10, 8]",18,"[[10, 3, 5]]",[18],"[['H', 'S']]",12,3,0.0
663227,226,3,"[11, 11]","[3, 6, 7, 11]",17,"[[11, 6], [11, 10]]","[17, 21]","[['P'], []]",12,2,1.0
663242,326,3,"[2, 4]","[3, 10, 7]",20,"[[2, 4, 2, 6]]",[14],"[['H', 'H', 'S']]",1,0,-1.0
663271,416,3,"[4, 9]","[3, 6, 5, 10]",24,"[[4, 9]]",[13],[['S']],5,0,1.0
663275,84,10,"[5, 8]","[10, 3, 11, 10]",24,"[[5, 8, 8]]",[21],"[['H', 'S']]",0,0,1.0
663285,168,3,"[5, 10]","[3, 7, 3, 10]",23,"[[5, 10]]",[15],[['S']],-4,-1,1.0
663291,411,7,"[7, 6]","[7, 11]",18,"[[7, 6, 8]]",[21],"[['H', 'S']]",3,0,1.0
663312,298,11,"[10, 9]","[11, 5, 9, 2]",17,"[[10, 9]]",[19],"[['N', 'S']]",9,1,1.0
663316,372,7,"[8, 7]","[7, 10]",17,"[[8, 7, 2]]",[17],"[['H', 'S']]",5,0,0.0
663336,314,11,"[5, 10]","[11, 10]",BJ,"[[5, 10]]",[15],[['N']],-6,0,-1.0
663355,378,5,"[10, 10]","[5, 10, 10]",25,"[[10, 10]]",[20],[['S']],1,0,1.0
663403,390,10,"[4, 10]","[10, 3, 10]",23,"[[4, 10, 8]]",[22],[['H']],-7,0,-1.0
663445,162,8,"[7, 11]","[8, 6, 9]",23,"[[7, 11]]",[18],[['S']],9,2,1.0
663475,217,7,"[4, 4]","[7, 4, 6]",17,"[[4, 4, 10]]",[18],"[['H', 'S']]",27,6,1.0
663493,299,11,"[11, 10]","[11, 9]",20,"[[11, 10]]",['BJ'],"[['N', 'S']]",3,0,1.5
663576,156,11,"[9, 11]","[11, 10]",BJ,"[[9, 11]]",[20],[['N']],4,1,-1.0
663598,281,10,"[10, 10]","[10, 3, 7]",20,"[[10, 10]]",[20],[['S']],5,0,0.0
663620,130,11,"[8, 2]","[11, 6, 7, 10]",24,"[[8, 2, 10]]",[20],"[['N', 'H', 'S']]",1,0,1.0
663648,309,2,"[11, 8]","[2, 6, 10]",18,"[[11, 8]]",[19],[['S']],-1,0,1.0
663671,167,8,"[3, 10]","[8, 3, 5, 9]",25,"[[3, 10, 4]]",[17],"[['H', 'S']]",-2,0,1.0
663686,103,5,"[4, 9]","[5, 8, 10]",23,"[[4, 9]]",[13],[['S']],-9,-4,1.0
663697,235,10,"[9, 10]","[10, 11]",BJ,"[[9, 10]]",[19],[[]],8,1,-1.0
663745,307,5,"[8, 7]","[5, 10, 6]",21,"[[8, 7]]",[15],[['S']],11,1,-1.0
663748,289,5,"[7, 10]","[5, 11, 6, 11, 6]",19,"[[7, 10]]",[17],[['S']],7,1,-1.0
663815,173,10,"[10, 8]","[10, 10]",20,"[[10, 8]]",[18],[['S']],-11,-3,-1.0
663852,109,7,"[10, 11]","[7, 2, 3, 7]",19,"[[10, 11]]",['BJ'],[['S']],2,0,1.5
663875,97,10,"[3, 10]","[10, 10]",20,"[[3, 10, 10]]",[23],[['H']],-5,-2,-1.0
663894,377,8,"[10, 10]","[8, 6, 4]",18,"[[10, 10]]",[20],[['S']],5,0,1.0
663896,368,10,"[11, 10]","[10, 2, 4, 6]",22,"[[11, 10]]",['BJ'],[['S']],-11,-1,1.5
663915,326,11,"[5, 9]","[11, 7]",18,"[[5, 9, 10]]",[24],"[['N', 'H']]",9,1,-1.0
663923,416,2,"[5, 10]","[2, 10, 10]",22,"[[5, 10]]",[15],[['S']],0,0,1.0
663925,222,3,"[2, 5]","[3, 10, 6]",19,"[[2, 5, 10]]",[17],"[['H', 'S']]",10,2,-1.0
663941,345,10,"[3, 8]","[10, 7]",17,"[[3, 8, 11]]",[12],[['D']],2,0,-2.0
663959,304,3,"[7, 4]","[3, 7, 10]",20,"[[7, 4, 10]]",[21],[['D']],-6,-1,2.0
663968,261,10,"[2, 10]","[10, 7]",17,"[[2, 10, 6]]",[18],"[['H', 'S']]",5,0,1.0
663969,172,6,"[3, 11]","[6, 7, 10]",23,"[[3, 11, 10]]",[14],[['D']],4,1,2.0
663974,215,10,"[10, 2]","[10, 3, 7]",20,"[[10, 2, 9]]",[21],"[['H', 'S']]",17,4,1.0
663977,225,11,"[2, 3]","[11, 10]",BJ,"[[2, 3]]",[5],[['N']],-4,0,-1.0
663986,302,4,"[3, 10]","[4, 7, 9]",20,"[[3, 10]]",[13],[['S']],-4,0,-1.0
663999,350,10,"[6, 8]","[10, 2, 11, 5]",18,"[[6, 8, 4]]",[18],"[['H', 'S']]",-2,0,0.0
664034,375,2,"[10, 10]","[2, 11, 2, 10, 8]",23,"[[10, 10]]",[20],[['S']],-7,0,1.0
664050,300,3,"[10, 4]","[3, 5, 6, 3]",17,"[[10, 4]]",[14],[['S']],13,2,-1.0
664056,299,10,"[10, 10]","[10, 11]",BJ,"[[10, 10]]",[20],[[]],5,0,-1.0
664074,85,11,"[11, 4]","[11, 11, 9]",21,"[[11, 4, 6]]",[21],"[['N', 'H', 'S']]",4,2,0.0
664101,411,2,"[9, 9]","[2, 4, 8, 10]",24,"[[9, 5], [9, 6], [9, 5]]","[14, 15, 14]","[['P', 'P', 'S'], ['S'], ['S']]",3,0,3.0
664107,305,4,"[4, 10]","[4, 10, 8]",22,"[[4, 10]]",[14],[['S']],10,1,1.0
664111,220,10,"[10, 7]","[10, 8]",18,"[[10, 7]]",[17],[['S']],-6,-1,-1.0
664114,291,4,"[9, 6]","[4, 10, 8]",22,"[[9, 6]]",[15],[['S']],9,1,1.0
664120,379,10,"[8, 8]","[10, 5, 10]",25,"[[8, 5, 2, 10], [8, 6, 10]]","[25, 24]","[['P', 'H', 'H'], ['H']]",-5,0,-2.0
664125,302,10,"[10, 9]","[10, 10]",20,"[[10, 9]]",[19],[['S']],5,0,-1.0
664135,387,10,"[5, 4]","[10, 3, 4]",17,"[[5, 4, 10]]",[19],"[['H', 'S']]",4,0,1.0
664141,264,3,"[3, 4]","[3, 10, 4]",17,"[[3, 4, 4, 3]]",[14],"[['H', 'H', 'S']]",12,2,-1.0
664149,86,3,"[10, 10]","[3, 10, 5]",18,"[[10, 10]]",[20],[['S']],12,7,1.0
664158,148,10,"[3, 10]","[10, 7]",17,"[[3, 10, 8]]",[21],"[['H', 'S']]",-2,0,1.0
664168,131,5,"[3, 10]","[5, 2, 6, 5]",18,"[[3, 10]]",[13],[['S']],-7,-2,-1.0
664203,176,9,"[3, 3]","[9, 10]",19,"[[3, 3, 5, 11, 2, 4]]",[18],"[['H', 'H', 'H', 'H', 'S']]",7,2,-1.0
664212,249,9,"[11, 8]","[9, 11]",20,"[[11, 8]]",[19],[['S']],0,0,-1.0
664218,108,10,"[10, 6]","[10, 11]",BJ,"[[10, 6]]",[16],[[]],1,0,-1.0
664243,113,10,"[10, 4]","[10, 4, 4]",18,"[[10, 4, 7]]",[21],"[['H', 'S']]",-4,-1,1.0
664270,150,4,"[11, 10]","[4, 4, 7, 10]",25,"[[11, 10]]",['BJ'],[['S']],-9,-3,1.5
664271,104,4,"[10, 3]","[4, 10, 9]",23,"[[10, 3]]",[13],[['S']],-4,-2,1.0
664281,320,9,"[6, 10]","[9, 8]",17,"[[6, 10]]",[16],[['R']],-6,0,-0.5
664289,353,10,"[7, 10]","[10, 4, 9]",23,"[[7, 10]]",[17],[['S']],6,0,1.0
664299,322,10,"[9, 6]","[10, 9]",19,"[[9, 6]]",[15],[['R']],9,1,-0.5
664308,374,5,"[2, 10]","[5, 10, 10]",25,"[[2, 10]]",[12],[['S']],-8,-1,1.0
664343,232,3,"[5, 10]","[3, 3, 7, 10]",23,"[[5, 10]]",[15],[['S']],-9,-2,1.0
664351,416,10,"[11, 3]","[10, 9]",19,"[[11, 3, 9, 10]]",[23],"[['H', 'H']]",-3,0,-1.0
664373,320,10,"[8, 10]","[10, 10]",20,"[[8, 10]]",[18],[['S']],5,0,-1.0
664377,355,4,"[7, 6]","[4, 10, 2, 3]",19,"[[7, 6]]",[13],[['S']],-4,0,-1.0
664432,206,4,"[4, 10]","[4, 9, 10]",23,"[[4, 10]]",[14],[['S']],-3,0,1.0
664455,192,7,"[7, 10]","[7, 11]",18,"[[7, 10]]",[17],[['S']],1,0,-1.0
